experiment,frame,file,download,jaccard,spanning_tree,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
init_layout_chordal_cycle_graph__90___radial_layout,1,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,0,0.8444514204991367,0.7136459233941603,0.29503594095551444,0.5519476996391011,2976.2751436942035,516.8684524507397,743.8729704894266,18,0.7327703924338814,0.7090882945067585,18,0.7661695318461033,0.7335058958872587,18,0.22767240256500004,0.24003413794957265
init_layout_chordal_cycle_graph__90___radial_layout,2,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,19.700000047683716,0.888243603829854,0.7155258017706654,0.34411916110908436,0.5859423431496222,2942.003654196287,32.850851720429695,96.60403182783764,18,0.7513879727884577,0.7341290384431021,18,0.7387975085414167,0.7247243792541461,18,0.1950061734182686,0.2240672544486856
init_layout_chordal_cycle_graph__90___radial_layout,3,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,11.5,0.904567571809763,0.7226819716706757,0.3478829675197117,0.5903757382375514,2259.1846498077534,25.1920519867004,67.74587364129754,18,0.7763061498259262,0.7637235164413765,18,0.7345604226643695,0.7288754673569169,18,0.17493017521795887,0.2187449599483899
init_layout_chordal_cycle_graph__90___radial_layout,4,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,11.700000047683716,0.9121017108774133,0.7189871894125738,0.3603424715333048,0.6026929889958735,1542.61924553171,17.184225060953388,41.62622448732179,18,0.8020503668323977,0.7879589684593997,18,0.7336400921725312,0.7332758124820246,18,0.17489573182319382,0.22170179022633194
init_layout_chordal_cycle_graph__90___radial_layout,5,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,14.900000095367432,0.9168105477946947,0.7153495810898326,0.3747135906020548,0.609845014350928,993.8007178298659,11.05292913093777,23.94713929082287,18,0.8209041964244508,0.8028856293739811,18,0.7381584555800116,0.7414629469849483,18,0.1821982825604218,0.23057228106015806
init_layout_chordal_cycle_graph__90___radial_layout,6,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,11,0.9194788887144876,0.7268457741823489,0.38624042733670416,0.6190860369017916,686.2118432984057,7.6587355968393025,17.576779782730895,18,0.8365300433471176,0.8139008723995781,18,0.7403180433586585,0.748135365736746,18,0.1985612895504942,0.2512700930057524
init_layout_chordal_cycle_graph__90___radial_layout,7,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,13,0.9223041908648564,0.7347294462105611,0.3983811903431309,0.6277601966391398,512.5301629126129,5.701978714782896,13.596298371098799,18,0.84750944420774,0.821445690729556,18,0.7390158884266795,0.7560444827916784,18,0.2078446601744685,0.26428014622869744
init_layout_chordal_cycle_graph__90___radial_layout,8,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,14.200000047683716,0.9229320357871605,0.7348687319199327,0.4132954649103885,0.636083790435797,415.80962901799626,4.6065507871673965,12.031594921211457,18,0.855238611232364,0.8273319911801361,18,0.7396773630850931,0.7593902789761287,18,0.21550983893873296,0.2713765388957583
init_layout_chordal_cycle_graph__90___radial_layout,9,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,16.5,0.9216763459425522,0.7313077501980481,0.4220676663880316,0.6417907519033762,357.3683084206181,3.9421593745013377,11.148438118180112,18,0.8612052894666054,0.8323267184354327,18,0.7429943398505815,0.7633688045249734,18,0.22490607460314443,0.2796556636739961
init_layout_chordal_cycle_graph__90___radial_layout,10,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,8.600000023841858,0.9227750745565846,0.7379830330038525,0.4339212864357539,0.6469887758806356,312.01946374488796,3.426121558248648,9.25874680575351,18,0.8670826144927235,0.8369571469657751,18,0.7455872919863141,0.7663886492186748,18,0.23341357838631469,0.28556932422988013
init_layout_chordal_cycle_graph__90___radial_layout,11,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,12.899999976158142,0.9246586093234971,0.7425223576157809,0.44219216677359485,0.6521932118408695,283.0983263568953,3.086555941181867,8.99549942680801,18,0.8712556400045302,0.8396798005943821,18,0.7500479068525074,0.7711628798772884,18,0.24206335751141875,0.28852615450782215
init_layout_chordal_cycle_graph__90___radial_layout,12,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,14.100000023841858,0.9248155705540732,0.7360989995340497,0.44938305317469196,0.6569129807940153,259.2509412623722,2.8073397620793332,8.55593151633636,18,0.8745169460203308,0.8421052631578947,18,0.7531680601265315,0.7732719777586038,18,0.25103461394219273,0.29089161873017577
init_layout_chordal_cycle_graph__90___radial_layout,13,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,14.899999976158142,0.9259142991681055,0.7436237923417692,0.45966600915057887,0.6607796711953713,237.6757960175004,2.563452950663603,7.689742793579936,18,0.8771143397338887,0.8440034512510785,18,0.7547408415888035,0.7763493433036139,18,0.2578945230534237,0.2956225471748831
init_layout_chordal_cycle_graph__90___radial_layout,14,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,11.899999976158142,0.9259142991681055,0.7436951310815545,0.4643271062716029,0.6636472335601576,215.61858306410372,2.3164192996217445,6.572125711265852,18,0.8799168080106122,0.8458537053015052,18,0.7571487827023974,0.7830601092896172,18,0.26495378086863,0.3062671361754744
init_layout_chordal_cycle_graph__90___radial_layout,15,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,12,0.9270130277821378,0.7415312908274196,0.46228971494619775,0.6646090489008796,193.47395844446532,2.07741269911768,5.725625684712092,18,0.8820092945207332,0.8470616431789856,18,0.7602309123949356,0.7831751509922344,18,0.26933622728401313,0.30922396645341654
init_layout_chordal_cycle_graph__90___radial_layout,16,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,17.100000023841858,0.9268560665515617,0.7387852150376158,0.4596469554655507,0.6651595117827616,173.67393756150938,1.866072262839628,4.791822494671827,18,0.8835852501728179,0.8482024733966063,18,0.7645433486912433,0.7850541654683155,18,0.2744916605857892,0.3133635288425354
init_layout_chordal_cycle_graph__90___radial_layout,17,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,10.100000023841858,0.9260712603986815,0.7378902506319125,0.45691827977658306,0.66477696340926,158.08005998552673,1.701850213820253,4.328664561815008,18,0.8852346225814621,0.8494966925510496,18,0.766919122680152,0.7855910267471957,18,0.2786896671865828,0.3133635288425354
init_layout_chordal_cycle_graph__90___radial_layout,18,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,13.600000023841858,0.9262282216292576,0.7345155195552827,0.453481663350789,0.6644163144718744,146.60538488509022,1.5782749103410951,4.1440338402024794,18,0.886308988022531,0.8504457865976416,18,0.7693129693460166,0.7859169782379445,18,0.2817403642048388,0.315728993064889
init_layout_chordal_cycle_graph__90___radial_layout,19,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,14,0.9259142991681055,0.7344651926283547,0.4520813307241086,0.6647997029726018,138.39630134891308,1.4908773406309899,4.001658909771161,18,0.8873550202279051,0.8513373597929248,18,0.7706303693325475,0.7876521905857538,18,0.28537629044761675,0.3180944572872426
init_layout_chordal_cycle_graph__90___radial_layout,20,data/chordal_cycle_graph__90__.json,159.20000004768372,0.10000002384185791,0.2999999523162842,0.30000007152557373,0.09999990463256836,14,12.400000095367432,0.9260712603986815,0.7347638555509193,0.454188926913922,0.6657538114724858,133.48808938568249,1.4367583724530744,3.865644823588248,18,0.8878656908992919,0.8521043044770394,18,0.7716019013728231,0.7902981497459495,18,0.28838691631983104,0.32045992150959624
