experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_hic_1k_net_6_fdp,1,data/fdp/hic_1k_net_6.json,79033.19999992847,5903.399999976158,174.80000007152557,0.20000004768371582,14754.399999976158,0,0,967.4166883559076,1565.562151433152,18,0.9839011843789568,0.9825746204593132,18,0.9590271989633586,0.9551869875675997,18,0.18157906820435046,0.2695233413218309
