experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_barabasi_albert_graph__50_40___sfdp,1,data/sfdp/barabasi_albert_graph__50_40__.json,205,2,0.3999999761581421,0.10000002384185791,18.5,0,0.561718055899445,0.6836008845950521,0.021014120602293462,0.2031096348480529,0,91.93922142122881,151.92089752236194,18,0.6765088158437182,0.605664160401002,18,0.7414439646668355,0.6342355889724312,18,0.20185901098516143,0.1057778374507698
