experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_davis_southern_women_neato,1,data/neato/davis_southern_women.json,197.89999997615814,0.6000000238418579,0.19999992847442627,0,11.800000071525574,0,0.8710059171597633,0.7574941194763485,0.18790456055063054,0.44591844657453417,0,224.0030553722226,337.1215236379902,18,0.9015046915895337,0.9101331360946745,18,0.8980640584139526,0.8942307692307693,18,0.36909586097600017,0.2732880588568195
