experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_lollipop_graph__10_50___neato,1,data/neato/lollipop_graph__10_50__.json,192.40000009536743,0.7000000476837158,0.10000002384185791,0,21.800000071525574,0,0.9253768223375339,0.8053401062244254,0.82398048519429,0.891259541252432,0,1640.3433911180039,3673.444709928271,18,0.9965234995975154,0.9988681380871534,18,0.9965060926371928,0.9987832484436898,18,0.7640431510496603,0.6679534898028239
