experiment,frame,file,download,jaccard,spanning_tree,ph0d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h0_bn-mouse-visual-cortex-2,400,data/bn-mouse-visual-cortex-2.json,637.3999999761581,0.8999999761581421,0.3999999761581421,8.799999952316284,0,0.20000004768371582,18.100000023841858,0,0.9987148435569176,0.739767446967871,0.9215952975243227,0.9566129770064232,1.7423531298607156,531.1155587352143,772.1537535458501,18,0.9643887723662514,0.9823757707170745,18,0.9629460303221146,0.9767205198640478,18,0.41251820259716904,0.6965761917883715
