experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_watts_strogatz_graph__100_5_0_05___sfdp,1,data/sfdp/watts_strogatz_graph__100_5_0_05__.json,437.10000002384186,0.5,0.09999990463256836,0.09999990463256836,14.900000095367432,0,0.9942975635044065,0.44355369450287463,0.18716004772078831,0.5278745930238353,0,105.62275347197067,165.5850357037133,18,0.9880298468648756,0.9836619718309859,18,0.9843223973526425,0.9800370644922165,18,0.6862784006350271,0.6540756653538609
