experiment,frame,file,download,jaccard,spanning_tree,layout_time,quality,fdl_init,frameTime,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
animate_hic_1k_net_6_layered_layout,1,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,0,794182.5998048565,592.4348798845767,1206.2702400725902,18,0.9398983434717129,0.9314912611846362,18,0.8600993972341064,0.8544149733819301,18,0.15236563171698747,0.21707562815244455
animate_hic_1k_net_6_layered_layout,2,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,16365.100000023842,745391.9300644078,162.75332731587488,299.40761085407667,18,0.9501080406019115,0.9424932606519376,18,0.8387191845234914,0.8366264402695593,18,0.12861040067498639,0.19593106368450616
animate_hic_1k_net_6_layered_layout,3,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,12660.600000023842,653907.0564202765,142.71734360597,248.12916096971804,18,0.9623578034894203,0.9562564811713697,18,0.855639723925092,0.8537953467963406,18,0.1388603048400909,0.21400736798236872
animate_hic_1k_net_6_layered_layout,4,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,11066.199999928474,570805.8755802665,124.50559298207256,288.369597768567,18,0.9728102887938329,0.9684055130650581,18,0.8820021371708715,0.8797347621536685,18,0.15563677494582723,0.24110458701247675
animate_hic_1k_net_6_layered_layout,5,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,11355.399999976158,498178.40643023484,108.63699115980268,308.02250841576745,18,0.9800944198098649,0.9771596337710237,18,0.9002638260462702,0.8982985623417388,18,0.17195792197826695,0.26683430431884314
animate_hic_1k_net_6_layered_layout,6,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,11593.899999976158,433484.5381953279,94.52534644535261,274.05273916708006,18,0.9843510901352074,0.9823867589930142,18,0.912343157716163,0.9090565168138376,18,0.18533222728962273,0.2864734677295533
animate_hic_1k_net_6_layered_layout,7,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,11667.100000023842,377685.6290268925,82.37008232302927,238.09006656600982,18,0.9868949248378207,0.9854499374873688,18,0.9226146955610527,0.9214478143052495,18,0.20080562905712074,0.3095830976996751
animate_hic_1k_net_6_layered_layout,8,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,11086.199999928474,331929.7785351051,72.40866704766881,197.65131885994114,18,0.9885198654393866,0.9873803490227832,18,0.9336111703124541,0.9326624151737242,18,0.2140722362589161,0.325625386828611
animate_hic_1k_net_6_layered_layout,9,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,11740,295321.4815318511,64.44567379846536,158.65897268892283,18,0.9896244722720119,0.9887184811664835,18,0.9455800184548843,0.9443672160698985,18,0.22590332270627428,0.3404265819561679
animate_hic_1k_net_6_layered_layout,10,large_data/hic_1k_net_6.json,50202.60000002384,360.10000002384186,412.89999997615814,11.100000023841858,0.6000000238418579,17277.700000047684,11812.299999952316,266920.7822139208,58.27311231217432,129.4116897331349,18,0.9903659808479209,0.9896386315804415,18,0.9539597689170264,0.9530257414857825,18,0.23314969200081764,0.3490682735213253
