experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_airport_sfdp,1,data/sfdp/airport.json,11686.299999952316,2.4000000953674316,7,0.6000000238418579,1029.5999999046326,0,0,365.791518829917,612.9903889132357,18,0.9734398818339455,0.9647011690519699,18,0.9313307323960569,0.9244543751362249,18,0.2892948172710462,0.3294586902855536
