experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_engymes_g123_fdp,1,data/fdp/engymes_g123.json,350.39999997615814,3,1,0.20000004768371582,34.59999990463257,0,0.9851581825283167,0.7778964691729511,0.5679865094377055,0.6979582081538445,0,370.60391533888526,600.9567773143091,18,0.8963905645169246,0.8517879397948424,18,0.80289934245882,0.7775668679896461,18,0.3842117328788402,0.34529729584430946
