experiment,frame,file,download,jaccard,spanning_tree,ph0d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h0_watts_strogatz_graph__100_5_0_05__,400,data/watts_strogatz_graph__100_5_0_05__.json,416.5,0.5,0.3999999761581421,5.199999928474426,0,0.10000002384185791,18.700000047683716,0,0.990357698289269,0.44752828540359557,0.11377348533265064,0.4712291531430868,0.6204978674492478,578.6195608318528,866.1276995191008,18,0.9594253496754263,0.9272053372868791,18,0.9309074318689605,0.8974722016308376,18,0.5937300635840658,0.4919278716271198
