experiment,frame,file,download,jaccard,spanning_tree,layout_time,quality,fdl_init,frameTime,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
animate_airport_layered_layout,1,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,0,319252.4914213517,571.4470882159495,1093.3391366764422,18,0.8571484527987416,0.828767068494473,18,0.7351895856743346,0.7192628846081477,18,0.06956103078775082,0.09864330986559178
animate_airport_layered_layout,2,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,1183.8999999761581,343060.7616166081,117.15202382809541,249.55042606741216,18,0.884081709539733,0.8562847877497828,18,0.7338223236926972,0.728666201198767,18,0.08498344068144317,0.11173302898203574
animate_airport_layered_layout,3,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,917.5999999046326,318411.78514213284,102.92387782528245,213.77482598300583,18,0.9057552599485074,0.8789313218987396,18,0.7493967292764552,0.7438920903893489,18,0.10886427878410558,0.13594900934745707
animate_airport_layered_layout,4,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,726.6999999284744,273680.16093121166,85.299733399783,199.92032812828614,18,0.9199331306475552,0.8943218346906718,18,0.7680450619248959,0.7617500871991636,18,0.1312990224795591,0.1581469913490933
animate_airport_layered_layout,5,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,747.6000000238419,226775.98515053786,68.99781169205791,177.67231501079985,18,0.9287407821438383,0.9042455951364418,18,0.7877633001559464,0.7774300066341344,18,0.15008814401051915,0.1759999138106877
animate_airport_layered_layout,6,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,926,185908.54749280243,55.55398520023652,154.10151024306762,18,0.9343040278127261,0.9108013671530517,18,0.7999813799650064,0.7904476828857285,18,0.16529015497944569,0.19094400980196122
animate_airport_layered_layout,7,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,802.2000000476837,153213.6114151248,45.217354045391474,133.0607516231405,18,0.9380023438159666,0.9152876360360193,18,0.8104241605416028,0.7986672942944112,18,0.17831269197401017,0.20110672228264478
animate_airport_layered_layout,8,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,781.5,128228.78695489027,37.46111902381436,115.42614552034932,18,0.940587321695467,0.9184332209590784,18,0.8143994116552002,0.8035072218351783,18,0.18573874892748088,0.20837878845844698
animate_airport_layered_layout,9,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,825.8999999761581,109617.1828217337,31.91974245986381,101.16447917794703,18,0.9425201668431774,0.9207956932488122,18,0.8178765403440968,0.8079572063325411,18,0.1919377606329862,0.21632352075551087
animate_airport_layered_layout,10,large_data/airport.json,2454.7999999523163,7.600000023841858,12.599999904632568,7.600000023841858,0.2999999523162842,1077.8999999761581,813.3999999761581,95743.62662216825,27.779793156061935,89.34136642894077,18,0.9439772567836308,0.922556005747893,18,0.8246152649924908,0.8118750388580147,18,0.19698154084782707,0.2219775522071971
