experiment,frame,file,download,jaccard,spanning_tree,ph0d,ph1d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h1_science_collab_network_5_force,600,data/science_collab_network.json,589.2000000476837,0.2999999523162842,1,10.099999904632568,58.5,0,0.09999990463256836,41.60000014305115,0,0.9951950226861137,0.6938636428002397,0.355476704744894,0.5656918019600187,77.90878821616313,945.6014011121923,2348.494893083998,18,0.9768213746887076,0.9623865732933917,18,0.9567281049174948,0.9288031424206955,18,0.5102498136981902,0.5304988081757591
