experiment,frame,file,download,jaccard,spanning_tree,ph0d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h0_movies,400,data/movies.json,85.20000004768372,0.5,0.3999999761581421,5.100000023841858,0,0.10000002384185791,14.800000071525574,0,0.9397908767091807,0.7105280213260228,0.4744354392924466,0.7107002949813997,0.426557894618245,515.1673629786101,708.7509917774727,18,0.8510842588749087,0.8409979155810319,18,0.8499564792744395,0.8402452087313994,18,0.29960821812537497,0.3286071238702818
