experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_bn-mouse-visual-cortex-2_fdp,1,data/fdp/bn-mouse-visual-cortex-2.json,323.6999999284744,0.8999999761581421,0.20000004768371582,0,20,0,0.9977262616776235,0.7258170211802893,0.9324126658782118,0.9625938811854838,0,755.4425884471805,1155.123547071914,18,0.9709405368020819,0.985340578794389,18,0.9679991009146375,0.9817006657931319,18,0.4288946281424314,0.6957538233673188
