experiment,frame,file,download,jaccard,spanning_tree,ph0d,ph1d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h1_watts_strogatz_graph__100_5_0_05___0_loop,150,data/watts_strogatz_graph__100_5_0_05__.json,497.09999990463257,0.7999999523162842,0.3000001907348633,3.5,58.90000009536743,0,0,14.400000095367432,0,0.9890098496630378,0.6990407796956337,0.19435395013492152,0.5361349313818489,14.45283617439231,548.9091772708767,868.4853209891759,18,0.9242426603048083,0.8715196441808746,18,0.8759048542601034,0.842794662713121,18,0.47272260262810023,0.3861330816218035
