experiment,frame,file,download,jaccard,spanning_tree,ph0d,ph1d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h1_engymes_g123_127_force,600,data/engymes_g123.json,546.7999999523163,0.7000000476837158,0.39999985694885254,2.8999998569488525,19.200000047683716,0,0.09999990463256836,19.5,0,0.9846374170029945,0.7417239394673146,0.6087845036132975,0.7584541593865971,20.2177245085323,551.0531144487754,947.2983543443072,18,0.9470198075596522,0.9166235260281851,18,0.8795075345070544,0.882714984181766,18,0.44598488176368767,0.4600223106284609
