experiment,frame,file,download,jaccard,spanning_tree,ph0d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h0_enron-email,400,data/enron-email.json,95.60000002384186,2.899999976158142,0.8999999761581421,7,0,0.10000002384185791,30,0,0.9487028112018719,0.7100883479895035,0.1837082224815927,0.5659760201667243,1.6879823643285985,518.6196648754803,795.0900785873818,18,0.9234734197698462,0.896709477041887,18,0.9163450059624298,0.8956731172797654,18,0.4367172338189881,0.4608746168688127
