experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_airport_neato,1,data/neato/airport.json,8241.200000047684,2.399999976158142,6.799999952316284,0.10000002384185791,926.3999999761581,0,0,656.6285856781516,1230.1214980643172,18,0.9632341540556205,0.9576985678849665,18,0.9679933806838524,0.9645271003537362,18,0.2687957908372608,0.34947505243444915
