experiment,frame,file,download,jaccard,spanning_tree,layout_time,quality,fdl_init,frameTime,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
init_layout_hic_1k_net_6_random,1,large_data/hic_1k_net_6.json,58175.700000047684,28.59999990463257,212,0,0.3999999761581421,14834.899999976158,0,134702.0250123374,616.6530126550495,1145.058683644725,18,0.5392382190359997,0.5513762506236473,18,0.7953414147816731,0.7840462695035326,18,0.0064000942104897,0.013191463592573272
init_layout_hic_1k_net_6_random,5,large_data/hic_1k_net_6.json,58175.700000047684,28.59999990463257,212,0,0.3999999761581421,14834.899999976158,41015.5,58360.943060753285,52.791773573154934,224.0315036398902,18,0.5403076113348847,0.551925276774808,18,0.6897512539834301,0.691334045031746,18,0.005325559476609131,0.010812700089930204
init_layout_hic_1k_net_6_random,10,large_data/hic_1k_net_6.json,58175.700000047684,28.59999990463257,212,0,0.3999999761581421,14834.899999976158,35443.10000002384,154090.2529902576,116.3198241945965,493.030938411525,18,0.5744336730007737,0.5844587530212664,18,0.5993755401181922,0.6033913705653345,18,0.005846213195497931,0.0130075978145912
init_layout_hic_1k_net_6_random,25,large_data/hic_1k_net_6.json,58175.700000047684,28.59999990463257,212,0,0.3999999761581421,14834.899999976158,73762.89999997616,180994.9841551147,836.1165757474101,1896.8361115877585,18,0.9766086476512343,0.975019864133386,18,0.8751918390395904,0.8717155401783308,18,0.13945833244099226,0.21898323559900856
init_layout_hic_1k_net_6_random,50,large_data/hic_1k_net_6.json,58175.700000047684,28.59999990463257,212,0,0.3999999761581421,14834.899999976158,135316.10000002384,57797.58953742623,497.4275505047061,1152.5619658106673,18,0.9875134505649694,0.9863009059369402,18,0.9473236647547986,0.9444782858081255,18,0.22764232642730772,0.32261458471415455
init_layout_hic_1k_net_6_random,300,large_data/hic_1k_net_6.json,58175.700000047684,28.59999990463257,212,0,0.3999999761581421,14834.899999976158,1508544.1000000238,145.03202282002553,485.22523875674324,1000.0736689313012,18,0.9913237377450769,0.9905061724042619,18,0.9703978935846308,0.9670353795303889,18,0.27709336810582497,0.38500254150569674
