experiment,frame,file,download,jaccard,spanning_tree,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
other_aves-sparrow-social-2009_neato,1,data/neato/aves-sparrow-social-2009.json,3528.6999999284744,9.300000071525574,0.6999999284744263,0,23.5,0,0.773529565809459,0.7613342823934087,0.08754496797350864,0.5156302396678341,0,165.70558247266482,349.6945588653046,18,0.9386866531769431,0.9457885304659498,18,0.9274955059744926,0.9301075268817205,18,0.4180910180208693,0.2939503932244405
