experiment,frame,file,download,jaccard,spanning_tree,ph0d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h0_bcsstk,400,data/bcsstk.json,245.80000007152557,0.8999999761581421,0.7000000476837158,22.300000071525574,0,0.10000002384185791,18.299999952316284,0,0.9849367536772989,0.6638347558236353,0.25941563542133284,0.5780684665791374,0.558278378742914,533.3349652016573,838.9828605167904,18,0.9724041344315114,0.9565302144249512,18,0.8949879511683076,0.8634886880500914,18,0.5698972014889896,0.5338761020798684
