experiment,frame,file,download,jaccard,spanning_tree,ph0d,ph1d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h1_bcsstk_2_loop,150,data/bcsstk.json,8.600000143051147,1,0.39999985694885254,5.900000095367432,5,0,0.09999990463256836,16.100000143051147,0,0.9832630596414432,0.6808946063884862,0.31717524008441433,0.6246888078484745,10.933389473566553,543.0522892434833,892.3596222228747,18,0.9708099688183609,0.9565302144249513,18,0.8959719649491484,0.8609663890365644,18,0.5793781452319409,0.5551218770677969
