experiment,frame,file,download,jaccard,spanning_tree,ph0d,ph1d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h1_circular_ladder_graph__100___0_loop,150,data/circular_ladder_graph__100__.json,496.89999985694885,0.7000000476837158,0.40000009536743164,6.6000001430511475,13.799999952316284,0,0.09999990463256836,23.799999952316284,0,0.9943502824858758,0.7339024888020215,0.4279719853134718,0.6743214205088043,47.57353254256343,597.1192519795117,1082.2351758981297,18,0.9553035510211917,0.8928931979070484,18,0.8018934525100593,0.7664542936288086,18,0.451494281688759,0.38089837812133504
