experiment,frame,file,download,jaccard,spanning_tree,layout_time,quality,fdl_init,frameTime,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
animate_smith_radial_layout,1,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,0,445138.9883401699,553.7452852524066,992.0266615526556,18,0.8157147871157129,0.772802127829956,18,0.6973416059054791,0.6901564606015292,18,0.08018306344807377,0.10870004731829319
animate_smith_radial_layout,2,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,8379.099999904633,266581.3253080537,89.77350491742222,244.83797975285438,18,0.8233420658516943,0.7821792433542819,18,0.688832406963915,0.6854369135619687,18,0.06847988484353207,0.09891472176122099
animate_smith_radial_layout,3,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3759.3000000715256,153989.22676116505,51.23655966391278,227.07939927471904,18,0.8337839525206209,0.7952344299970415,18,0.6777697631739791,0.6756050757339249,18,0.06071894474636765,0.08962575329762346
animate_smith_radial_layout,4,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3650.4000000953674,118584.19291232995,38.978126381900914,215.8436658748678,18,0.8422051605044562,0.8061786882828774,18,0.6709580583271114,0.6719406343540606,18,0.055020273345076365,0.08285402437950466
animate_smith_radial_layout,5,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3866.399999976158,101804.49471456827,33.30743991705638,180.68896887988552,18,0.8474649455388221,0.813625797877485,18,0.6685900695797579,0.6695512664660261,18,0.04987083360432873,0.07719909892170387
animate_smith_radial_layout,6,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,4885,86066.99317861786,28.078355187106144,135.55126002685037,18,0.850590841219539,0.8185233088112522,18,0.6643933532031823,0.6665088822571934,18,0.046683099651878994,0.07329915033011712
animate_smith_radial_layout,7,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,4382.299999952316,72702.51930857534,23.695426517394083,124.6883738830328,18,0.8527840646954526,0.8221361114379953,18,0.662855752600145,0.6625787272559751,18,0.04390277824831678,0.06934602062137238
animate_smith_radial_layout,8,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,4379.399999976158,62018.92183885041,20.183413501629904,114.73411666405232,18,0.8545306943659985,0.8249955245409705,18,0.6632250355846708,0.6633458489522472,18,0.04324343610879382,0.06890284464505571
animate_smith_radial_layout,9,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3586.7000000476837,54007.42119123438,17.51429944095998,96.90247742671396,18,0.8559881386364749,0.8272950156913726,18,0.6631395077990321,0.6617480362661889,18,0.043915414147094774,0.06856603090305503
animate_smith_radial_layout,10,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3377,47858.39909915951,15.436281202065219,82.84166349949498,18,0.8571948734264556,0.8292097589651232,18,0.6631229195554735,0.6631639684664952,18,0.04412537347244748,0.06838876051252836
animate_smith_radial_layout,11,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3266.3000000715256,42684.809349852294,13.7209050515296,81.85799286044876,18,0.8582164279762013,0.8308284922755474,18,0.6644714018645198,0.6661182112890291,18,0.04305565733968608,0.06812285492673835
animate_smith_radial_layout,12,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,2936.5,38852.03664465514,12.4609571986727,72.5869997388427,18,0.8591018691271427,0.8322215033770359,18,0.6667506849718736,0.6683592729191263,18,0.04259272159943211,0.06776831414568502
animate_smith_radial_layout,13,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3410.6999999284744,35540.42099924285,11.336477914649269,69.90742285855904,18,0.8599838430812203,0.8335375745440354,18,0.6664164258331207,0.6676979293221529,18,0.04148141146733364,0.06631469694336631
animate_smith_radial_layout,14,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,2885.5,32949.50242067487,10.492998145744373,57.387631454865755,18,0.8608531672016443,0.8347803632704937,18,0.6654565220341685,0.666076116968225,18,0.040762139486198876,0.0655701613031543
animate_smith_radial_layout,15,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3361.399999976158,30957.997727197664,9.841459751571273,47.676006689950704,18,0.8616787032877982,0.8359617880457547,18,0.6638276535673492,0.6663124621785279,18,0.04016072409325303,0.06521562052210096
animate_smith_radial_layout,16,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3434.7999999523163,29039.8790971525,9.186986148667485,38.345388521245475,18,0.8624864125196064,0.8370817343848356,18,0.6640020398935333,0.6654127367436478,18,0.04040150562489799,0.0641165441008356
animate_smith_radial_layout,17,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3324.100000023842,27461.430381096023,8.68237547885767,34.51672940156537,18,0.8633199708624814,0.83817862706354,18,0.6657322777845534,0.6660578475750516,18,0.0408687879375894,0.06445335784283628
animate_smith_radial_layout,18,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3712.600000023842,26149.850831625354,8.23820744604291,36.469254929253644,18,0.8641953461025437,0.839273935029049,18,0.6665883632787176,0.6677417168156077,18,0.041024774686242854,0.06447108488188895
animate_smith_radial_layout,19,large_data/smith.json,21208.699999928474,2134.5,94.20000004768372,6.5,0.3999999761581421,5521.299999952316,3378.5,24952.237304686616,7.820072860167419,35.345222809001385,18,0.8650291270467803,0.840300925586991,18,0.6667962611964696,0.6693328953981432,18,0.04091906012114737,0.06480789862388962
