experiment,frame,file,download,jaccard,spanning_tree,ph0d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h0_lollipop_graph__10_50__,400,data/lollipop_graph__10_50__.json,96.60000002384186,0.2999999523162842,0.40000009536743164,6.899999976158142,0,0.19999992847442627,11.900000095367432,0,0.929330368173956,0.7899183276502176,0.8240913499631652,0.8865095318253073,0.47727794825457276,570.391988745976,849.3948368638565,18,0.9674096314850318,0.8978211658177703,18,0.8806667050633104,0.7711941143180532,18,0.6426986492631511,0.4262050509089791
