experiment,frame,file,download,jaccard,spanning_tree,ph0d,layout_time,quality,fdl_init,frameTime,crossing,crossingAngle,angularResolutionMin,angularResolutionDev,totalEnergy,avgMotion,maxMotion,trustworthy_k_idx,trustworthy_q_local,trustworthy_q_global,continuity_k_idx,continuity_q_local,continuity_q_global,lcmc_k_idx,lcmc_q_local,lcmc_q_global
h0_davis_southern_women,400,data/davis_southern_women.json,244.10000002384186,0.3999999761581421,0.3999999761581421,2.5,0,0.10000002384185791,8.200000047683716,0,0.8798816568047337,0.7549465269225707,0.24266131064289143,0.5552514415333745,0.0716095891553893,508.5276767596692,590.5670359096172,18,0.8662180406136016,0.8561390532544378,18,0.8726311365987153,0.8668639053254438,18,0.28228289488172476,0.25631013016411996
